image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,86,86,5,,,,,,,,,,,,,353.83674930001143,None,353.83674930001143,None,353.83674930001143,None,354.8491503999685,None,354.8491503999685,None,354.8491503999685,None,0.0,0.15,355.0341482000076,355.23611120000714,355.0341482000076,355.23611120000714,355.0341482000076,355.23611120000714,space,0.34718649997375906,355.0341482000076,None,355.4036799999885,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.2,0.35,0,87,87,77,,,,,,,,,,,,,355.9194303000113,None,355.9194303000113,None,355.9194303000113,None,356.93082549999235,None,356.93082549999235,None,356.93082549999235,None,0.5,0.65,357.1357726000133,357.3189409999759,357.1357726000133,357.3189409999759,357.1357726000133,357.3189409999759,space,0.2737741000019014,357.1357726000133,None,357.4361072999891,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,88,88,74,,,,,,,,,,,,,357.9380136000109,None,357.9380136000109,None,357.9380136000109,None,358.97736550000263,None,358.97736550000263,None,358.97736550000263,None,0.05,0.2,359.18555759999435,359.28543789999094,359.18555759999435,359.28543789999094,359.18555759999435,359.28543789999094,space,1.0838096999796107,359.18555759999435,None,360.28798939997796,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,89,89,68,,,,,,,,,,,,,360.8019491999876,None,360.8019491999876,None,360.8019491999876,None,361.82036849996075,None,361.82036849996075,None,361.82036849996075,None,0.2,0.35,362.0515760999988,362.1347253000131,362.0515760999988,362.1347253000131,362.0515760999988,362.1347253000131,space,0.2172306000138633,362.0515760999988,None,362.2862352000084,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,90,90,25,,,,,,,,,,,,,362.8013478000066,None,362.8013478000066,None,362.8013478000066,None,363.81275159999495,None,363.81275159999495,None,363.81275159999495,None,0.5,0.65,364.000987300009,364.1676380999852,364.000987300009,364.1676380999852,364.000987300009,364.1676380999852,space,0.3047070999746211,364.000987300009,None,364.3347549000173,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,91,91,14,,,,,,,,,,,,,364.8345113999676,None,364.8345113999676,None,364.8345113999676,None,365.84806930000195,None,365.84806930000195,None,365.84806930000195,None,0.0,0.15,366.05065280001145,366.23386079998454,366.05065280001145,366.23386079998454,366.05065280001145,366.23386079998454,space,0.2691935999901034,366.05065280001145,None,366.35099810000975,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.5,0.65,0,92,92,107,,,,,,,,,,,,,366.85051630000817,None,366.85051630000817,None,366.85051630000817,None,367.8644791999832,None,367.8644791999832,None,367.8644791999832,None,0.2,0.35,368.0837312999647,368.200131999969,368.0837312999647,368.200131999969,368.0837312999647,368.200131999969,space,0.2864403999992646,368.0837312999647,None,368.40066809998825,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,93,93,58,,,,,,,,,,,,,368.90019509999547,None,368.90019509999547,None,368.90019509999547,None,369.92908789997455,None,369.92908789997455,None,369.92908789997455,None,0.5,0.65,370.09052540000994,370.2851723000058,370.09052540000994,370.2851723000058,370.09052540000994,370.2851723000058,space,0.5611573000205681,370.09052540000994,None,370.6699793000007,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,94,94,80,,,,,,,,,,,,,371.1852179999696,None,371.1852179999696,None,371.1852179999696,None,372.2094202999724,None,372.2094202999724,None,372.2094202999724,None,0.5,0.65,372.3837190999766,372.5660292999819,372.3837190999766,372.5660292999819,372.3837190999766,372.5660292999819,space,0.5330299999914132,372.3837190999766,None,372.935223700013,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.0,0.15,0,95,95,16,,,,,,,,,,,,,373.4495561000076,None,373.4495561000076,None,373.4495561000076,None,374.46115960000316,None,374.46115960000316,None,374.46115960000316,None,0.1,0.25,374.6821570000029,374.8488720000023,374.6821570000029,374.8488720000023,374.6821570000029,374.8488720000023,space,0.32641889998922125,374.6821570000029,None,375.03285610000603,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,96,96,96,,,,,,,,,,,,,375.532131200016,None,375.532131200016,None,375.532131200016,None,376.5439560000086,None,376.5439560000086,None,376.5439560000086,None,0.0,0.15,376.7984582000063,376.86510019999696,376.7984582000063,376.86510019999696,376.7984582000063,376.86510019999696,space,0.41394539998145774,376.7984582000063,None,377.2326003999915,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,97,97,0,,,,,,,,,,,,,377.74833989999024,None,377.74833989999024,None,377.74833989999024,None,378.7601790999761,None,378.7601790999761,None,378.7601790999761,None,0.3,0.44999999999999996,378.9117822999833,379.04801590001443,378.9117822999833,379.04801590001443,378.9117822999833,379.04801590001443,space,0.4026292000198737,378.9117822999833,None,379.3320639000158,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,98,98,38,,,,,,,,,,,,,379.8312918000156,None,379.8312918000156,None,379.8312918000156,None,380.84486630000174,None,380.84486630000174,None,380.84486630000174,None,0.05,0.2,381.0475873000105,381.1975689000101,381.0475873000105,381.1975689000101,381.0475873000105,381.1975689000101,space,0.57815539999865,381.0475873000105,None,381.64896779996343,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.05,0.2,0,99,99,27,,,,,,,,,,,,,382.15059569996083,None,382.15059569996083,None,382.15059569996083,None,383.1881557999877,None,383.1881557999877,None,383.1881557999877,None,0.2,0.35,383.4149830999668,383.48242199997185,383.4149830999668,383.48242199997185,383.4149830999668,383.48242199997185,space,0.3290300000226125,383.4149830999668,None,383.7687200999935,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,100,100,63,,,,,,,,,,,,,384.28058520000195,None,384.28058520000195,None,384.28058520000195,None,385.29733199998736,None,385.29733199998736,None,385.29733199998736,None,0.0,0.15,385.44378410000354,385.62990920001175,385.44378410000354,385.62990920001175,385.44378410000354,385.62990920001175,space,0.3971433999831788,385.44378410000354,None,385.86497860000236,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.0,0.15,0,101,101,17,,,,,,,,,,,,,386.38004680001177,None,386.38004680001177,None,386.38004680001177,None,387.3924199999892,None,387.3924199999892,None,387.3924199999892,None,0.5,0.65,387.5964820999652,387.67950389999896,387.5964820999652,387.67950389999896,387.5964820999652,387.67950389999896,space,4.3576360999722965,387.5964820999652,None,391.9799897999619,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,102,102,111,,,,,,,,,,,,,392.4954396999674,None,392.4954396999674,None,392.4954396999674,None,393.50925429997733,None,393.50925429997733,None,393.50925429997733,None,0.05,0.2,393.6783651000005,393.82932329998584,393.6783651000005,393.82932329998584,393.6783651000005,393.82932329998584,space,1.1603194999624975,393.6783651000005,None,394.8651843999978,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,103,103,114,,,,,,,,,,,,,395.3796132999705,None,395.3796132999705,None,395.3796132999705,None,396.39021089999005,None,396.39021089999005,None,396.39021089999005,None,0.5,0.65,396.6285729999654,396.6778542000102,396.6285729999654,396.6778542000102,396.6285729999654,396.6778542000102,space,0.3933511000359431,396.6285729999654,None,397.04946959996596,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,104,104,70,,,,,,,,,,,,,397.56125540001085,None,397.56125540001085,None,397.56125540001085,None,398.572651399998,None,398.572651399998,None,398.572651399998,None,0.5,0.65,398.7606446999707,398.86069619999034,398.7606446999707,398.86069619999034,398.7606446999707,398.86069619999034,space,1.5170219000428915,398.7606446999707,None,400.2954103999655,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,105,105,15,,,,,,,,,,,,,400.8104960999917,None,400.8104960999917,None,400.8104960999917,None,401.82401159999426,None,401.82401159999426,None,401.82401159999426,None,0.0,0.15,401.9739888999611,402.1099389999872,401.9739888999611,402.1099389999872,401.9739888999611,402.1099389999872,space,0.6858920999802649,401.9739888999611,None,402.67809900001157,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,106,106,44,,,,,,,,,,,,,403.1932639000006,None,403.1932639000006,None,403.1932639000006,None,404.2054394999868,None,404.2054394999868,None,404.2054394999868,None,0.3,0.44999999999999996,404.37627329997486,404.50949049997143,404.37627329997486,404.50949049997143,404.37627329997486,404.50949049997143,space,0.44992600003024563,404.37627329997486,None,404.84398219996365,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,107,107,32,,,,,,,,,,,,,405.3594026999781,None,405.3594026999781,None,405.3594026999781,None,406.3812794999685,None,406.3812794999685,None,406.3812794999685,None,0.0,0.15,406.61020559997996,406.7938281999668,406.61020559997996,406.7938281999668,406.61020559997996,406.7938281999668,space,0.45625540002947673,406.61020559997996,None,407.0953428999637,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,108,108,90,,,,,,,,,,,,,407.61077199998545,None,407.61077199998545,None,407.61077199998545,None,408.6219878999982,None,408.6219878999982,None,408.6219878999982,None,0.05,0.2,408.8255058999639,408.95851259998744,408.8255058999639,408.95851259998744,408.8255058999639,408.95851259998744,space,0.45015490002697334,408.8255058999639,None,409.29311379999854,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,109,109,66,,,,,,,,,,,,,409.8085881000152,None,409.8085881000152,None,409.8085881000152,None,410.8197637000121,None,410.8197637000121,None,410.8197637000121,None,0.05,0.2,411.0081981999683,411.2083101000171,411.0081981999683,411.2083101000171,411.0081981999683,411.2083101000171,space,0.6573665000032634,411.0081981999683,None,411.69226639997214,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,110,110,100,,,,,,,,,,,,,412.1914662999916,None,412.1914662999916,None,412.1914662999916,None,413.2053726000013,None,413.2053726000013,None,413.2053726000013,None,0.0,0.15,413.42448509996757,413.5744836999802,413.42448509996757,413.5744836999802,413.42448509996757,413.5744836999802,space,0.37574659998063,413.42448509996757,None,413.82571409997763,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,111,111,88,,,,,,,,,,,,,414.34106399997836,None,414.34106399997836,None,414.34106399997836,None,415.3527502999641,None,415.3527502999641,None,415.3527502999641,None,0.05,0.2,415.5218955000164,415.707288399979,415.5218955000164,415.707288399979,415.5218955000164,415.707288399979,space,0.5927975000231527,415.5218955000164,None,416.14185979997274,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,112,112,45,,,,,,,,,,,,,416.6572313999641,None,416.6572313999641,None,416.6572313999641,None,417.67036129999906,None,417.67036129999906,None,417.67036129999906,None,0.05,0.2,417.8746136999689,418.0070297999773,417.8746136999689,418.0070297999773,417.8746136999689,418.0070297999773,space,0.5233577999752015,417.8746136999689,None,418.42727729998296,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,113,113,24,,,,,,,,,,,,,418.94030369998654,None,418.94030369998654,None,418.94030369998654,None,419.9544907999807,None,419.9544907999807,None,419.9544907999807,None,0.1,0.25,420.2068293999764,420.29033529997105,420.2068293999764,420.29033529997105,420.2068293999764,420.29033529997105,space,0.43007760000182316,420.2068293999764,None,420.65832029999,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,114,114,61,,,,,,,,,,,,,421.17304480000166,None,421.17304480000166,None,421.17304480000166,None,422.18450799997663,None,422.18450799997663,None,422.18450799997663,None,0.2,0.35,422.4726394999889,422.4726394999889,422.4726394999889,422.4726394999889,422.4726394999889,422.4726394999889,space,0.3727047999855131,422.4726394999889,None,422.8738248000154,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.0,0.15,0,115,115,8,,,,,,,,,,,,,423.38923109997995,None,423.38923109997995,None,423.38923109997995,None,424.40132319997065,None,424.40132319997065,None,424.40132319997065,None,0.5,0.65,424.60552320000716,424.77236810000613,424.60552320000716,424.77236810000613,424.60552320000716,424.77236810000613,space,0.7277200999669731,424.60552320000716,None,425.35606499999994,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,116,116,29,,,,,,,,,,,,,425.8553276999737,None,425.8553276999737,None,425.8553276999737,None,426.87046780000674,None,426.87046780000674,None,426.87046780000674,None,0.1,0.25,427.10497370001394,427.1717379000038,427.10497370001394,427.1717379000038,427.10497370001394,427.1717379000038,space,0.7728532000328414,427.10497370001394,None,427.9064069999731,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.1,0.25,0,117,117,47,,,,,,,,,,,,,428.4214664999745,None,428.4214664999745,None,428.4214664999745,None,429.4331613999675,None,429.4331613999675,None,429.4331613999675,None,0.0,0.15,429.58518080000067,429.7712804999901,429.58518080000067,429.7712804999901,429.58518080000067,429.7712804999901,space,0.7089557999861427,429.58518080000067,None,430.32631410000613,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,118,118,22,,,,,,,,,,,,,430.8404736999655,None,430.8404736999655,None,430.8404736999655,None,431.8643161999644,None,431.8643161999644,None,431.8643161999644,None,0.2,0.35,432.0542453000089,432.1874655999709,432.0542453000089,432.1874655999709,432.0542453000089,432.1874655999709,space,0.5303875000099652,432.0542453000089,None,432.605559299991,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,119,119,43,,,,,,,,,,,,,433.1208318999852,None,433.1208318999852,None,433.1208318999852,None,434.13553359999787,None,434.13553359999787,None,434.13553359999787,None,0.3,0.44999999999999996,434.3202340999851,434.43679740000516,434.3202340999851,434.43679740000516,434.3202340999851,434.43679740000516,space,0.6745908000157215,434.3202340999851,None,435.0205663999659,None,2,001,2020_Apr_15_1916,experiment,2020.1.3,60.04285861126721,
