image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,textEndSceen.started,textEndSceen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,28,28,86,,,,,,,,,,,,,89.60738279903308,None,89.60738279903308,None,89.60738279903308,None,90.6177771370858,None,90.6177771370858,None,90.6177771370858,None,0.5,0.65,90.76738949702121,90.906579378061,90.76738949702121,90.906579378061,90.76738949702121,90.906579378061,space,0.1576591229531914,90.76738949702121,None,90.93961019208655,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,29,29,4,,,,,,,,,,,,,91.4403466010699,None,91.4403466010699,None,91.4403466010699,None,92.4531490020454,None,92.4531490020454,None,92.4531490020454,None,0.2,0.35,92.69016626907978,92.77414220699575,92.69016626907978,92.77414220699575,92.69016626907978,92.77414220699575,space,0.28803547308780253,92.69016626907978,None,92.9922094300855,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.0,0.15,0,30,30,8,,,,,,,,,,,,,93.50754610507283,None,93.50754610507283,None,93.50754610507283,None,94.52209635300096,None,94.52209635300096,None,94.52209635300096,None,0.2,0.35,94.75723552901763,94.85750719404314,94.75723552901763,94.85750719404314,94.75723552901763,94.85750719404314,space,0.27171199792064726,94.75723552901763,None,95.04141361708753,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,31,31,101,,,,,,,,,,,,,95.5413255810272,None,95.5413255810272,None,95.5413255810272,None,96.55620869505219,None,96.55620869505219,None,96.55620869505219,None,0.05,0.2,96.77384680707473,96.92412506707478,96.77384680707473,96.92412506707478,96.77384680707473,96.92412506707478,space,0.20419491594657302,96.77384680707473,None,96.99218156607822,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,32,32,46,,,,,,,,,,,,,97.50743196008261,None,97.50743196008261,None,97.50743196008261,None,98.5221563760424,None,98.5221563760424,None,98.5221563760424,None,0.1,0.25,98.7098500970751,98.84057395905256,98.7098500970751,98.84057395905256,98.7098500970751,98.84057395905256,space,0.24806118896231055,98.7098500970751,None,98.97324047400616,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,33,33,14,,,,,,,,,,,,,99.4739666110836,None,99.4739666110836,None,99.4739666110836,None,100.48798080801498,None,100.48798080801498,None,100.48798080801498,None,0.1,0.25,100.74118488305248,100.8244111010572,100.74118488305248,100.8244111010572,100.74118488305248,100.8244111010572,space,0.12414418801199645,100.74118488305248,None,100.88317563803867,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.0,0.15,0,34,34,18,,,,,,,,,,,,,101.39289990102407,None,101.39289990102407,None,101.39289990102407,None,102.40817408403382,None,102.40817408403382,None,102.40817408403382,None,0.2,0.35,102.54928946506698,102.7745684540132,102.54928946506698,102.7745684540132,102.54928946506698,102.7745684540132,space,1.3130068680038676,102.54928946506698,None,103.87631754006725,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,35,35,0,,,,,,,,,,,,,104.39130891906098,None,104.39130891906098,None,104.39130891906098,None,105.40531222207937,None,105.40531222207937,None,105.40531222207937,None,0.2,0.35,105.59197658405174,105.69134649110492,105.59197658405174,105.69134649110492,105.59197658405174,105.69134649110492,space,0.1864974449854344,105.59197658405174,None,105.7920166690601,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,36,36,11,,,,,,,,,,,,,106.29130250401795,None,106.29130250401795,None,106.29130250401795,None,107.3154507430736,None,107.3154507430736,None,107.3154507430736,None,0.5,0.65,107.54083374503534,107.65652232908178,107.54083374503534,107.65652232908178,107.54083374503534,107.65652232908178,space,0.11959119804669172,107.54083374503534,None,107.67267973301932,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,37,37,64,,,,,,,,,,,,,108.17388145509176,None,108.17388145509176,None,108.17388145509176,None,109.18872492702212,None,109.18872492702212,None,109.18872492702212,None,0.5,0.65,109.40624973806553,109.54040562710725,109.40624973806553,109.54040562710725,109.40624973806553,109.54040562710725,space,0.2694558840012178,109.40624973806553,None,109.68921194807626,None,,,ahilya,001,2020_Apr_17_2138,experiment,2020.1.3,60.183245941316784,
